"term","HR","HR_low","HR_high","p"
"risk_UNIVARIABLE",3.46940335583016,2.4923530984471,4.82947606940014,1.68726088042361e-13
"risk",4.43140832476312,2.94015216526766,6.6790351780967,1.14189215612032e-12
"age",1.03191929487944,1.0034588885792,1.06118690388225,0.0276692300836173
"stage_late",1.79359973664619,1.01233476763335,3.17780255914558,0.0452876139032392
"grade_G3",1.1188583824328,0.584860415744327,2.14041512511491,0.734359942774596
"lauren_diff",0.632959600570028,0.336139229757948,1.1918806865901,0.156670407235217
"msi_high",1.67312318136629,0.800043620788371,3.49898568938874,0.171527124099515
"ebv_pos",2.14304333732385,0.694970909490008,6.60838415383224,0.184630201559218
"MODEL_INFO",194,63,0.794913640690874,NA
